category,sub_category,product_name,manufacturer,customer_name,city,state,region,country,postal_code,order_id,order_date,ship_date,ship_mode,sales,quantity,discount,profit,profit_ratio
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Eldon,Clytie Kelty,San Diego,California,West,United States,92024,CA-2011-106264,2013-12-26,2013-12-30,Standard Class,3.0,2,0.0,1.0,0.32
Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Wirebound,Maureen Gnade,Philadelphia,Pennsylvania,East,United States,19134,CA-2011-139598,2013-12-26,2013-12-31,Standard Class,18.0,3,0.2,6.0,0.34
Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Holmes,Maureen Gnade,Philadelphia,Pennsylvania,East,United States,19134,CA-2011-139598,2013-12-26,2013-12-31,Standard Class,35.0,2,0.2,6.0,0.16
Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Tripp Lite,Maureen Gnade,Philadelphia,Pennsylvania,East,United States,19134,CA-2011-139598,2013-12-26,2013-12-31,Standard Class,82.0,2,0.2,8.0,0.1
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,Other,Maureen Gnade,Philadelphia,Pennsylvania,East,United States,19134,CA-2011-139598,2013-12-26,2013-12-31,Standard Class,227.0,4,0.2,-43.0,-0.19
Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,Fellowes,Tracy Blumstein,New York City,New York,East,United States,10009,CA-2011-168473,2013-12-26,2014-01-01,Standard Class,192.0,6,0.0,19.0,0.1
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Eldon,Andy Yotov,Philadelphia,Pennsylvania,East,United States,19140,CA-2011-101427,2013-12-26,2013-12-30,Standard Class,8.0,3,0.2,1.0,0.14
Office Supplies,Labels,Staple-on labels,Staple-on labels,Alyssa Tate,Los Angeles,California,West,United States,90004,CA-2011-120243,2013-12-27,2013-12-30,Second Class,12.0,4,0.0,5.0,0.47
Furniture,Furnishings,DAX Wood Document Frame,DAX,Corey-Lock,Skokie,Illinois,Central,United States,60076,CA-2011-162866,2013-12-27,2013-12-31,Standard Class,33.0,6,0.6,-20.0,-0.6
Office Supplies,Storage,Staple magnet,Staple magnet,Corey-Lock,Skokie,Illinois,Central,United States,60076,CA-2011-162866,2013-12-27,2013-12-31,Standard Class,30.0,4,0.2,3.0,0.1
Furniture,Chairs,Bevis Steel Folding Chairs,Bevis,Jeremy Farry,San Francisco,California,West,United States,94122,US-2011-106334,2013-12-27,2014-01-02,Standard Class,230.0,3,0.2,23.0,0.1
Office Supplies,Paper,Xerox 1927,Xerox,Jeremy Farry,San Francisco,California,West,United States,94122,US-2011-106334,2013-12-27,2014-01-02,Standard Class,13.0,3,0.0,6.0,0.45
Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",Global,Thomas Brumley,New York City,New York,East,United States,10011,CA-2011-163447,2013-12-27,2013-12-31,Standard Class,767.0,14,0.1,162.0,0.21
Office Supplies,Appliances,Staple holder,Staple holder,Cynthia Delaney,Moreno Valley,California,West,United States,92553,CA-2011-166961,2013-12-27,2013-12-31,Standard Class,11.0,1,0.0,3.0,0.27
Office Supplies,Fasteners,Staples,Other,Cynthia Delaney,Moreno Valley,California,West,United States,92553,CA-2011-166961,2013-12-27,2013-12-31,Standard Class,8.0,3,0.0,4.0,0.46
Office Supplies,Storage,Advantus Rolling Storage Box,Advantus,Cynthia Delaney,Moreno Valley,California,West,United States,92553,CA-2011-166961,2013-12-27,2013-12-31,Standard Class,51.0,3,0.0,14.0,0.27
Office Supplies,Binders,GBC VeloBind Cover Sets,GBC,Cynthia Delaney,Moreno Valley,California,West,United States,92553,CA-2011-166961,2013-12-27,2013-12-31,Standard Class,37.0,3,0.2,14.0,0.38
Office Supplies,Paper,Xerox 1983,Xerox,Tamara Chand,Decatur,Alabama,South,United States,35601,CA-2011-153087,2013-12-27,2014-01-03,Standard Class,24.0,4,0.0,12.0,0.49
Technology,Accessories,Enermax Acrylux Wireless Keyboard,Enermax,Tamara Chand,Decatur,Alabama,South,United States,35601,CA-2011-153087,2013-12-27,2014-01-03,Standard Class,498.0,5,0.0,184.0,0.37
Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,GBC,Nathan Cano,Fort Worth,Texas,Central,United States,76106,CA-2011-165393,2013-12-27,2013-12-30,First Class,5.0,1,0.8,-8.0,-1.7
Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",Eldon,Karl Braun,Cleveland,Ohio,East,United States,44105,US-2011-159611,2013-12-27,2014-01-01,Second Class,182.0,3,0.2,-18.0,-0.1
Office Supplies,Storage,Safco Industrial Shelving,SAFCO,Karl Braun,Cleveland,Ohio,East,United States,44105,US-2011-159611,2013-12-27,2014-01-01,Second Class,118.0,2,0.2,-25.0,-0.21
Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,GBC,Resi Pölking,Phoenix,Arizona,West,United States,85023,CA-2011-148383,2013-12-27,2013-12-31,Standard Class,947.0,6,0.7,-694.0,-0.73
Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",Boston,Sung Pak,Philadelphia,Pennsylvania,East,United States,19143,CA-2011-164259,2013-12-28,2013-12-30,First Class,99.0,4,0.2,9.0,0.09
Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,Hoover,Anthony Jacobs,Beverly,Massachusetts,East,United States,1915,CA-2011-141313,2013-12-28,2014-01-01,Standard Class,1737.0,6,0.0,504.0,0.29
Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Fellowes,Anthony Jacobs,Beverly,Massachusetts,East,United States,1915,CA-2011-141313,2013-12-28,2014-01-01,Standard Class,704.0,5,0.0,85.0,0.12
Office Supplies,Paper,Xerox 1906,Xerox,Anthony Jacobs,Beverly,Massachusetts,East,United States,1915,CA-2011-141313,2013-12-28,2014-01-01,Standard Class,142.0,4,0.0,67.0,0.47
Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",Carina,Maribeth Dona,Anaheim,California,West,United States,92804,CA-2011-143371,2013-12-28,2014-01-03,Standard Class,999.0,9,0.0,30.0,0.03
Office Supplies,Supplies,Acme Box Cutter Scissors,Acme,Maribeth Dona,Anaheim,California,West,United States,92804,CA-2011-143371,2013-12-28,2014-01-03,Standard Class,51.0,5,0.0,13.0,0.26
Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,Other,Debra Catini,Cottage Grove,Minnesota,Central,United States,55016,CA-2011-106803,2013-12-29,2014-01-02,Standard Class,25.0,2,0.0,7.0,0.28
Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Imation,Debra Catini,Cottage Grove,Minnesota,Central,United States,55016,CA-2011-106803,2013-12-29,2014-01-02,Standard Class,120.0,4,0.0,48.0,0.4
Furniture,Furnishings,Stacking Trays by OIC,Other,Anthony Johnson,San Francisco,California,West,United States,94110,CA-2011-110786,2013-12-29,2014-01-02,Standard Class,25.0,5,0.0,8.0,0.33
Office Supplies,Paper,Xerox 1981,Xerox,Anthony Johnson,San Francisco,California,West,United States,94110,CA-2011-110786,2013-12-29,2014-01-02,Standard Class,21.0,4,0.0,10.0,0.45
Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,Other,Anthony Johnson,San Francisco,California,West,United States,94110,CA-2011-110786,2013-12-29,2014-01-02,Standard Class,768.0,6,0.2,288.0,0.38
Office Supplies,Binders,Avery Hanging File Binders,Avery,Anthony Johnson,San Francisco,California,West,United States,94110,CA-2011-110786,2013-12-29,2014-01-02,Standard Class,14.0,3,0.2,5.0,0.33
Technology,Phones,Mophie Juice Pack Helium for iPhone,Other,Anthony Johnson,San Francisco,California,West,United States,94110,CA-2011-110786,2013-12-29,2014-01-02,Standard Class,192.0,3,0.2,19.0,0.1
Office Supplies,Labels,Avery 477,Avery,Anthony Johnson,San Francisco,California,West,United States,94110,CA-2011-110786,2013-12-29,2014-01-02,Standard Class,275.0,9,0.0,126.0,0.46
Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",Executive Impressions,Anthony Johnson,San Francisco,California,West,United States,94110,CA-2011-110786,2013-12-29,2014-01-02,Standard Class,71.0,6,0.0,24.0,0.34
Technology,Phones,Mediabridge Sport Armband iPhone 5s,Other,Shui Tom,Albuquerque,New Mexico,West,United States,87105,CA-2011-152345,2013-12-29,2014-01-03,Second Class,24.0,3,0.2,-6.0,-0.24
Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Fellowes,Shui Tom,Albuquerque,New Mexico,West,United States,87105,CA-2011-152345,2013-12-29,2014-01-03,Second Class,33.0,1,0.0,8.0,0.24
Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,Tenex,Zuschuss Carroll,Chicago,Illinois,Central,United States,60610,CA-2011-126802,2013-12-29,2014-01-05,Standard Class,39.0,3,0.6,-51.0,-1.3
Furniture,Furnishings,"Master Caster Door Stop, Large Brown",Master Caster,Michael Granlund,Saint Charles,Illinois,Central,United States,60174,CA-2011-118276,2013-12-29,2014-01-02,Standard Class,9.0,3,0.6,-5.0,-0.55
Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,Other,Arianne Irving,Brentwood,California,West,United States,94513,CA-2011-102330,2013-12-29,2014-01-03,Standard Class,89.0,6,0.0,44.0,0.5
Technology,Phones,HTC One,HTC,Arianne Irving,Brentwood,California,West,United States,94513,CA-2011-102330,2013-12-29,2014-01-03,Standard Class,320.0,4,0.2,36.0,0.11
Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,Acco,Ricardo Emerson,Kent,Ohio,East,United States,44240,CA-2011-165477,2013-12-29,2013-12-31,Second Class,48.0,5,0.2,6.0,0.13
Office Supplies,Art,Newell 350,Newell,Ken Brennan,Taylor,Michigan,Central,United States,48180,CA-2011-130960,2013-12-30,2014-01-04,Standard Class,10.0,3,0.0,3.0,0.29
Office Supplies,Envelopes,Fashion Color Clasp Envelopes,Other,Stefania Perrino,Laredo,Texas,Central,United States,78041,CA-2011-104738,2013-12-30,2014-01-01,Second Class,13.0,3,0.2,5.0,0.36
Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",Plantronics,Stefania Perrino,Laredo,Texas,Central,United States,78041,CA-2011-104738,2013-12-30,2014-01-01,Second Class,218.0,2,0.2,19.0,0.09
Technology,Phones,AT&T 1080 Corded phone,AT&T,Stefania Perrino,Laredo,Texas,Central,United States,78041,CA-2011-104738,2013-12-30,2014-01-01,Second Class,329.0,3,0.2,29.0,0.09
Office Supplies,Binders,Acco Hanging Data Binders,Acco,Stefania Perrino,Laredo,Texas,Central,United States,78041,CA-2011-104738,2013-12-30,2014-01-01,Second Class,2.0,3,0.8,-4.0,-1.6
Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Logitech,Stefania Perrino,Laredo,Texas,Central,United States,78041,CA-2011-104738,2013-12-30,2014-01-01,Second Class,48.0,2,0.2,14.0,0.3
Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,Ibico,Maureen Fritzler,Phoenix,Arizona,West,United States,85023,US-2011-169789,2013-12-30,2014-01-04,Standard Class,552.0,5,0.7,-460.0,-0.83
Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",Maxell,Guy Armstrong,Philadelphia,Pennsylvania,East,United States,19120,CA-2011-138072,2013-12-30,2014-01-03,Standard Class,28.0,2,0.2,7.0,0.25
Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Clearsounds,Alex Russell,Philadelphia,Pennsylvania,East,United States,19143,US-2011-115189,2013-12-30,2014-01-03,Second Class,252.0,6,0.4,-50.0,-0.2
Furniture,Tables,Hon 5100 Series Wood Tables,Hon,Alex Russell,Philadelphia,Pennsylvania,East,United States,19143,US-2011-115189,2013-12-30,2014-01-03,Second Class,524.0,3,0.4,-192.0,-0.37
Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Kensington,Astrea Jones,New York City,New York,East,United States,10035,CA-2011-131800,2013-12-30,2014-01-04,Standard Class,123.0,3,0.0,31.0,0.25
Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Cardinal,Astrea Jones,New York City,New York,East,United States,10035,CA-2011-131800,2013-12-30,2014-01-04,Standard Class,35.0,7,0.2,13.0,0.36
Office Supplies,Storage,Tennsco Industrial Shelving,Tennsco,Dorothy Dickinson,Memphis,Tennessee,South,United States,38109,CA-2011-166730,2013-12-30,2014-01-01,First Class,39.0,1,0.2,-9.0,-0.23
Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Atlantic,Pamela Coakley,Watertown,New York,East,United States,13601,CA-2011-150245,2013-12-31,2014-01-04,Second Class,1573.0,7,0.2,197.0,0.13
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",BIC,Rob Williams,Columbia,Missouri,Central,United States,65203,CA-2011-111150,2013-12-31,2014-01-04,Standard Class,30.0,7,0.0,12.0,0.39
Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,Other,Rob Williams,Columbia,Missouri,Central,United States,65203,CA-2011-111150,2013-12-31,2014-01-04,Standard Class,48.0,7,0.0,16.0,0.34
Furniture,Furnishings,Nu-Dell Executive Frame,Nu-Dell,Gary Mitchum,Franklin,Massachusetts,East,United States,2038,US-2011-143231,2013-12-31,2014-01-03,First Class,63.0,5,0.0,23.0,0.37
Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Imation,Gary Mitchum,Franklin,Massachusetts,East,United States,2038,US-2011-143231,2013-12-31,2014-01-03,First Class,114.0,3,0.0,27.0,0.24
Office Supplies,Envelopes,Staple envelope,Staple envelope,Candace McMahon,El Paso,Texas,Central,United States,79907,CA-2011-127383,2013-12-31,2014-01-05,Standard Class,50.0,2,0.2,18.0,0.36
Office Supplies,Paper,Xerox 1917,Xerox,Katherine Murray,Providence,Rhode Island,East,United States,2908,CA-2011-133592,2013-12-31,2014-01-07,Standard Class,196.0,4,0.0,92.0,0.47
Office Supplies,Paper,Xerox 1970,Xerox,Katherine Murray,Providence,Rhode Island,East,United States,2908,CA-2011-133592,2013-12-31,2014-01-07,Standard Class,15.0,3,0.0,7.0,0.47
Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,Plantronics,Katherine Murray,Providence,Rhode Island,East,United States,2908,CA-2011-133592,2013-12-31,2014-01-07,Standard Class,1688.0,4,0.0,743.0,0.44
Furniture,Bookcases,Sauder Inglewood Library Bookcases,Sauder,Katherine Murray,Providence,Rhode Island,East,United States,2908,CA-2011-133592,2013-12-31,2014-01-07,Standard Class,342.0,2,0.0,79.0,0.23
Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",Global,Katherine Murray,Providence,Rhode Island,East,United States,2908,CA-2011-133592,2013-12-31,2014-01-07,Standard Class,606.0,6,0.0,151.0,0.25
Technology,Phones,Panasonic KX TS3282W Corded phone,Panasonic,James Lanier,Reno,Nevada,West,United States,89502,US-2011-133949,2013-12-31,2013-12-31,Same Day,476.0,7,0.2,59.0,0.13
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Verbatim,Aaron Hawkins,New York City,New York,East,United States,10035,CA-2011-157644,2013-12-31,2014-01-01,First Class,35.0,3,0.0,11.0,0.33
Office Supplies,Labels,Avery 51,Avery,Aaron Hawkins,New York City,New York,East,United States,10035,CA-2011-157644,2013-12-31,2014-01-01,First Class,19.0,3,0.0,9.0,0.46
Office Supplies,Labels,Avery 505,Avery,Victoria Wilson,Medina,Ohio,East,United States,44256,CA-2012-146262,2014-01-02,2014-01-09,Standard Class,24.0,2,0.2,9.0,0.38
Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,O'Sullivan,Victoria Wilson,Medina,Ohio,East,United States,44256,CA-2012-146262,2014-01-02,2014-01-09,Standard Class,452.0,5,0.5,-244.0,-0.54
Technology,Phones,Speck Products Candyshell Flip Case,Other,Victoria Wilson,Medina,Ohio,East,United States,44256,CA-2012-146262,2014-01-02,2014-01-09,Standard Class,63.0,3,0.4,-15.0,-0.23
Technology,Machines,Cisco 9971 IP Video Phone Charcoal,Cisco,Victoria Wilson,Medina,Ohio,East,United States,44256,CA-2012-146262,2014-01-02,2014-01-09,Standard Class,1188.0,9,0.7,-950.0,-0.8
Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Sony,Victoria Wilson,Medina,Ohio,East,United States,44256,CA-2012-146262,2014-01-02,2014-01-09,Standard Class,90.0,2,0.2,4.0,0.05
Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",SAFCO,Claudia Bergmann,Newark,Delaware,East,United States,19711,CA-2012-104514,2014-01-02,2014-01-04,Second Class,86.0,2,0.0,22.0,0.26
Office Supplies,Art,Newell 313,Newell,Claudia Bergmann,Newark,Delaware,East,United States,19711,CA-2012-104514,2014-01-02,2014-01-04,Second Class,10.0,3,0.0,3.0,0.27
Office Supplies,Paper,Xerox 1959,Xerox,Claudia Bergmann,Newark,Delaware,East,United States,19711,CA-2012-104514,2014-01-02,2014-01-04,Second Class,20.0,3,0.0,10.0,0.48
Office Supplies,Paper,Xerox 21,Xerox,Sylvia Foulston,Baytown,Texas,Central,United States,77520,CA-2012-121097,2014-01-03,2014-01-08,Standard Class,10.0,2,0.2,4.0,0.35
Technology,Accessories,Enermax Acrylux Wireless Keyboard,Enermax,Amy Hunt,Dallas,Texas,Central,United States,75217,CA-2012-141243,2014-01-03,2014-01-08,Second Class,398.0,5,0.2,85.0,0.21
Office Supplies,Art,Newell 317,Newell,Amy Hunt,Dallas,Texas,Central,United States,75217,CA-2012-141243,2014-01-03,2014-01-08,Second Class,7.0,3,0.2,1.0,0.11
Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,O'Sullivan,Amy Hunt,Dallas,Texas,Central,United States,75217,CA-2012-141243,2014-01-03,2014-01-08,Second Class,1352.0,9,0.32,-438.0,-0.32
Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",GBC,Chris Selesnick,Woodbury,Minnesota,Central,United States,55125,CA-2012-149811,2014-01-04,2014-01-10,Standard Class,32.0,3,0.0,16.0,0.48
Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Chris Selesnick,Woodbury,Minnesota,Central,United States,55125,CA-2012-149811,2014-01-04,2014-01-10,Standard Class,40.0,5,0.0,20.0,0.5
Furniture,Furnishings,DAX Wood Document Frame,DAX,Andrew Gjertsen,Alexandria,Virginia,South,United States,22304,CA-2012-104241,2014-01-04,2014-01-09,Standard Class,192.0,14,0.0,69.0,0.36
Furniture,Chairs,Global Deluxe Steno Chair,Global,Steven Roelle,Seattle,Washington,West,United States,98103,CA-2012-154970,2014-01-05,2014-01-10,Standard Class,62.0,1,0.2,-7.0,-0.11
Office Supplies,Art,Newell 34,Newell,Brooke Gillingham,New York City,New York,East,United States,10009,CA-2012-108588,2014-01-05,2014-01-10,Standard Class,60.0,3,0.0,15.0,0.26
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Other,Brooke Gillingham,New York City,New York,East,United States,10009,CA-2012-108588,2014-01-05,2014-01-10,Standard Class,17.0,2,0.0,8.0,0.47
Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,Wilson Jones,Brooke Gillingham,New York City,New York,East,United States,10009,CA-2012-108588,2014-01-05,2014-01-10,Standard Class,13.0,2,0.2,5.0,0.35
Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,James Lanier,San Francisco,California,West,United States,94110,CA-2012-158701,2014-01-05,2014-01-10,Standard Class,87.0,6,0.0,24.0,0.27
Office Supplies,Binders,Fellowes Binding Cases,Fellowes,James Lanier,San Francisco,California,West,United States,94110,CA-2012-158701,2014-01-05,2014-01-10,Standard Class,56.0,6,0.2,18.0,0.31
Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Other,Stefania Perrino,Colorado Springs,Colorado,West,United States,80906,CA-2012-149636,2014-01-06,2014-01-12,Standard Class,30.0,5,0.2,9.0,0.31
Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Other,Stefania Perrino,Colorado Springs,Colorado,West,United States,80906,CA-2012-149636,2014-01-06,2014-01-12,Standard Class,2.0,2,0.7,-1.0,-0.7
Office Supplies,Paper,Easy-staple paper,Easy-staple paper,Craig Carroll,Henderson,Kentucky,South,United States,42420,CA-2012-119480,2014-01-09,2014-01-13,Standard Class,106.0,3,0.0,50.0,0.47
Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,Belkin,Craig Carroll,Henderson,Kentucky,South,United States,42420,CA-2012-119480,2014-01-09,2014-01-13,Standard Class,163.0,3,0.0,46.0,0.28
Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,Boston,Craig Carroll,Henderson,Kentucky,South,United States,42420,CA-2012-119480,2014-01-09,2014-01-13,Standard Class,43.0,2,0.0,11.0,0.26
Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Other,Craig Carroll,Henderson,Kentucky,South,United States,42420,CA-2012-119480,2014-01-09,2014-01-13,Standard Class,52.0,5,0.0,24.0,0.47
Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,Bush,Michael Moore,New York City,New York,East,United States,10011,US-2012-157154,2014-01-10,2014-01-15,Standard Class,1018.0,4,0.4,-373.0,-0.37
Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",Other,Yana Sorensen,Newark,Delaware,East,United States,19711,CA-2012-156755,2014-01-12,2014-01-18,Standard Class,465.0,3,0.0,121.0,0.26
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",BIC,Cindy Schnelling,Toledo,Ohio,East,United States,43615,CA-2012-128608,2014-01-12,2014-01-17,Standard Class,10.0,2,0.2,2.0,0.15
Technology,Phones,GE 30524EE4,GE,Cindy Schnelling,Toledo,Ohio,East,United States,43615,CA-2012-128608,2014-01-12,2014-01-17,Standard Class,235.0,2,0.4,-43.0,-0.18
Technology,Phones,Anker 24W Portable Micro USB Car Charger,Anker,Cindy Schnelling,Toledo,Ohio,East,United States,43615,CA-2012-128608,2014-01-12,2014-01-17,Standard Class,26.0,4,0.4,3.0,0.1
Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,SanDisk,Cindy Schnelling,Toledo,Ohio,East,United States,43615,CA-2012-128608,2014-01-12,2014-01-17,Standard Class,10.0,2,0.2,2.0,0.21
Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,LG,Cindy Schnelling,Toledo,Ohio,East,United States,43615,CA-2012-128608,2014-01-12,2014-01-17,Standard Class,107.0,3,0.4,-21.0,-0.2
Office Supplies,Binders,Binding Machine Supplies,Other,Philip Brown,Los Angeles,California,West,United States,90004,CA-2012-137526,2014-01-13,2014-01-17,Standard Class,70.0,3,0.2,25.0,0.35
Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Other,Philip Brown,Los Angeles,California,West,United States,90004,CA-2012-137526,2014-01-13,2014-01-17,Standard Class,78.0,4,0.0,38.0,0.49
Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Deflect-o,Philip Brown,Los Angeles,California,West,United States,90004,CA-2012-137526,2014-01-13,2014-01-17,Standard Class,465.0,9,0.0,93.0,0.2
Office Supplies,Labels,Avery 508,Avery,Karen Seio,Columbus,Georgia,South,United States,31907,CA-2012-169677,2014-01-13,2014-01-15,Second Class,10.0,2,0.0,5.0,0.49
Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Eldon,Joni Sundaresam,Park Ridge,Illinois,Central,United States,60068,US-2012-101399,2014-01-17,2014-01-24,Standard Class,255.0,7,0.6,-312.0,-1.23
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,Avery,Scott Cohen,Lawrence,Massachusetts,East,United States,1841,CA-2012-152681,2014-01-17,2014-01-22,Standard Class,7.0,2,0.0,2.0,0.3
Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Acme,Amy Hunt,Bartlett,Tennessee,South,United States,38134,CA-2012-151547,2014-01-17,2014-01-23,Standard Class,89.0,8,0.2,10.0,0.11
Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Bevis,Paul MacIntyre,Texas City,Texas,Central,United States,77590,CA-2012-141250,2014-01-19,2014-01-23,Standard Class,102.0,1,0.3,-13.0,-0.13
Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,Other,Paul MacIntyre,Texas City,Texas,Central,United States,77590,CA-2012-141250,2014-01-19,2014-01-23,Standard Class,199.0,4,0.3,-9.0,-0.04
Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",Wirebound,Carl Weiss,Bozeman,Montana,West,United States,59715,CA-2012-119214,2014-01-23,2014-01-27,Standard Class,29.0,3,0.0,14.0,0.48
Office Supplies,Labels,Avery 500,Avery,Carl Weiss,Bozeman,Montana,West,United States,59715,CA-2012-119214,2014-01-23,2014-01-27,Standard Class,15.0,2,0.0,7.0,0.47
Office Supplies,Art,Crayola Colored Pencils,Crayola,Cyra Reiten,West Palm Beach,Florida,South,United States,33407,CA-2012-128958,2014-01-24,2014-01-28,Standard Class,13.0,5,0.2,2.0,0.16
Office Supplies,Paper,Xerox 1991,Xerox,Elizabeth Moffitt,Moreno Valley,California,West,United States,92553,CA-2012-109603,2014-01-26,2014-02-01,Standard Class,183.0,8,0.0,84.0,0.46
Furniture,Chairs,High-Back Leather Manager's Chair,Other,Seth Vernon,Cleveland,Ohio,East,United States,44105,CA-2012-168746,2014-01-27,2014-01-29,Second Class,182.0,2,0.3,-55.0,-0.3
Technology,Phones,Polycom VVX 310 VoIP phone,Polycom,Seth Vernon,Cleveland,Ohio,East,United States,44105,CA-2012-168746,2014-01-27,2014-01-29,Second Class,432.0,4,0.4,-101.0,-0.23
Technology,Phones,Nortel Meridian M5316 Digital phone,Nortel,Seth Vernon,Cleveland,Ohio,East,United States,44105,CA-2012-168746,2014-01-27,2014-01-29,Second Class,155.0,1,0.4,-36.0,-0.23
Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Hon,Sean Christensen,Los Angeles,California,West,United States,90036,CA-2012-164777,2014-01-27,2014-01-29,First Class,2804.0,5,0.2,0.0,0.0
Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Chromcraft,Joseph Holt,Concord,North Carolina,South,United States,28027,CA-2012-116638,2014-01-28,2014-01-31,Second Class,4298.0,13,0.4,-1862.0,-0.43
Office Supplies,Paper,Rediform Voice Mail Log Books,REDIFORM,Jeremy Pistek,Houston,Texas,Central,United States,77070,CA-2012-145401,2014-01-30,2014-02-04,Standard Class,14.0,6,0.2,5.0,0.35
Furniture,Furnishings,"Computer Room Manger, 14""",Other,Charles Crestani,Los Angeles,California,West,United States,90049,CA-2012-121797,2014-01-30,2014-02-06,Standard Class,227.0,7,0.0,82.0,0.36
Technology,Machines,Bady BDG101FRU Card Printer,Other,Charles Crestani,Los Angeles,California,West,United States,90049,CA-2012-121797,2014-01-30,2014-02-06,Standard Class,1920.0,3,0.2,216.0,0.11
Office Supplies,Paper,Xerox 1999,Xerox,Karl Braun,Minneapolis,Minnesota,Central,United States,55407,CA-2012-149587,2014-01-31,2014-02-05,Second Class,13.0,2,0.0,6.0,0.48
